State,Year,Metric,Value
Tamil Nadu,2019,Certificate Both,10493.0
Tamil Nadu,2018,Certificate Both,10243.0
Tamil Nadu,2017,Certificate Both,10062.0
Tamil Nadu,2016,Certificate Both,11489.0
Telangana,2020,Certificate Both,1875.0
Telangana,2019,Certificate Both,1511.0
Telangana,2018,Certificate Both,1229.0
Telangana,2017,Certificate Both,528.0
Telangana,2016,Certificate Both,853.0
Tripura,2020,Certificate Both,28.0
Tripura,2019,Certificate Both,370.0
Tripura,2018,Certificate Both,180.0
Tripura,2017,Certificate Both,222.0
Tripura,2016,Certificate Both,222.0
Uttar Pradesh,2020,Certificate Both,15296.0
Uttar Pradesh,2019,Certificate Both,22069.0
Uttar Pradesh,2018,Certificate Both,33997.0
Uttar Pradesh,2017,Certificate Both,14715.0
Uttar Pradesh,2016,Certificate Both,31830.0
Uttarakhand,2020,Certificate Both,378.0
Uttarakhand,2019,Certificate Both,347.0
Uttarakhand,2018,Certificate Both,275.0
Uttarakhand,2017,Certificate Both,317.0
Uttarakhand,2016,Certificate Both,257.0
West Bengal,2020,Certificate Both,4681.0
West Bengal,2019,Certificate Both,6806.0
West Bengal,2018,Certificate Both,6014.0
West Bengal,2017,Certificate Both,4181.0
West Bengal,2016,Certificate Both,4688.0
India,2020,Integrated Male,211932.0
India,2019,Integrated Male,167938.0
India,2018,Integrated Male,138422.0
India,2017,Integrated Male,114233.0
India,2016,Integrated Male,102267.0
Andaman and Nicobar Islands,2020,Integrated Male,145.0
Andaman and Nicobar Islands,2019,Integrated Male,145.0
Andaman and Nicobar Islands,2018,Integrated Male,46.0
Andaman and Nicobar Islands,2017,Integrated Male,26.0
Andaman and Nicobar Islands,2016,Integrated Male,24.0
Andhra Pradesh,2020,Integrated Male,8429.0
Andhra Pradesh,2019,Integrated Male,8650.0
Andhra Pradesh,2018,Integrated Male,7389.0
Andhra Pradesh,2017,Integrated Male,7132.0
Andhra Pradesh,2016,Integrated Male,6378.0
Arunachal Pradesh,2020,Integrated Male,1196.0
Arunachal Pradesh,2019,Integrated Male,1015.0
Arunachal Pradesh,2018,Integrated Male,308.0
Arunachal Pradesh,2017,Integrated Male,177.0
Arunachal Pradesh,2016,Integrated Male,59.0
Assam,2020,Integrated Male,2459.0
Assam,2019,Integrated Male,2446.0
Assam,2018,Integrated Male,2377.0
Assam,2017,Integrated Male,2630.0
Assam,2016,Integrated Male,2472.0
Bihar,2020,Integrated Male,2592.0
Bihar,2019,Integrated Male,2258.0
Bihar,2018,Integrated Male,1952.0
Bihar,2017,Integrated Male,1512.0
Bihar,2016,Integrated Male,1212.0
Chandigarh,2020,Integrated Male,883.0
Chandigarh,2019,Integrated Male,1139.0
Chandigarh,2018,Integrated Male,1111.0
Chandigarh,2017,Integrated Male,1058.0
Chandigarh,2016,Integrated Male,1100.0
Chhattisgarh,2020,Integrated Male,1542.0
Chhattisgarh,2019,Integrated Male,1882.0
Chhattisgarh,2018,Integrated Male,1357.0
Chhattisgarh,2017,Integrated Male,1014.0
Chhattisgarh,2016,Integrated Male,938.0
Delhi,2020,Integrated Male,3735.0
Delhi,2019,Integrated Male,2999.0
Delhi,2018,Integrated Male,3189.0
Delhi,2017,Integrated Male,2126.0
Delhi,2016,Integrated Male,2020.0
Goa,2020,Integrated Male,422.0
Goa,2019,Integrated Male,196.0
Goa,2018,Integrated Male,213.0
Goa,2017,Integrated Male,198.0
Goa,2016,Integrated Male,131.0
Gujarat,2020,Integrated Male,9405.0
Gujarat,2019,Integrated Male,7635.0
Gujarat,2018,Integrated Male,7727.0
Gujarat,2017,Integrated Male,7115.0
Gujarat,2016,Integrated Male,5886.0
Haryana,2020,Integrated Male,9775.0
Haryana,2019,Integrated Male,8715.0
Haryana,2018,Integrated Male,8489.0
Haryana,2017,Integrated Male,8294.0
Haryana,2016,Integrated Male,6428.0
Himachal Pradesh,2020,Integrated Male,1504.0
Himachal Pradesh,2019,Integrated Male,990.0
Himachal Pradesh,2018,Integrated Male,913.0
Himachal Pradesh,2017,Integrated Male,762.0
Himachal Pradesh,2016,Integrated Male,647.0
Jammu and Kashmir,2020,Integrated Male,4509.0
Jammu and Kashmir,2019,Integrated Male,2846.0
Jammu and Kashmir,2018,Integrated Male,2618.0
Jammu and Kashmir,2017,Integrated Male,1532.0
Jammu and Kashmir,2016,Integrated Male,1021.0
Jharkhand,2020,Integrated Male,1815.0
Jharkhand,2019,Integrated Male,2095.0
Jharkhand,2018,Integrated Male,2252.0
Jharkhand,2017,Integrated Male,2316.0
Jharkhand,2016,Integrated Male,2378.0
Karnataka,2020,Integrated Male,7274.0
Karnataka,2019,Integrated Male,6382.0
Karnataka,2018,Integrated Male,4495.0
Karnataka,2017,Integrated Male,3879.0
Karnataka,2016,Integrated Male,4406.0
Kerala,2020,Integrated Male,4226.0
Kerala,2019,Integrated Male,3701.0
Kerala,2018,Integrated Male,2828.0
Kerala,2017,Integrated Male,2252.0
Kerala,2016,Integrated Male,2488.0
Jammu and Kashmir,2020,Integrated Male,47.0
Jammu and Kashmir,2019,Integrated Male,57.0
Madhya Pradesh,2020,Integrated Male,16402.0
Madhya Pradesh,2019,Integrated Male,10498.0
Madhya Pradesh,2018,Integrated Male,8300.0
Madhya Pradesh,2017,Integrated Male,6118.0
Madhya Pradesh,2016,Integrated Male,4732.0
Maharashtra,2020,Integrated Male,8314.0
Maharashtra,2019,Integrated Male,8085.0
Maharashtra,2018,Integrated Male,7053.0
Maharashtra,2017,Integrated Male,6076.0
Maharashtra,2016,Integrated Male,5555.0
Meghalaya,2020,Integrated Male,73.0
Meghalaya,2019,Integrated Male,70.0
Meghalaya,2018,Integrated Male,52.0
Meghalaya,2017,Integrated Male,40.0
Meghalaya,2016,Integrated Male,21.0
Mizoram,2020,Integrated Male,29.0
Mizoram,2019,Integrated Male,47.0
Mizoram,2018,Integrated Male,66.0
Mizoram,2017,Integrated Male,66.0
Mizoram,2016,Integrated Male,56.0
Nagaland,2020,Integrated Male,6.0
Nagaland,2019,Integrated Male,6.0
Nagaland,2018,Integrated Male,15.0
Nagaland,2017,Integrated Male,15.0
Nagaland,2016,Integrated Male,15.0
Odisha,2020,Integrated Male,5929.0
Odisha,2019,Integrated Male,4452.0
Odisha,2018,Integrated Male,3805.0
Odisha,2017,Integrated Male,3459.0
Odisha,2016,Integrated Male,2835.0
Puducherry,2020,Integrated Male,354.0
Puducherry,2019,Integrated Male,532.0
Puducherry,2018,Integrated Male,505.0
Puducherry,2017,Integrated Male,656.0
Puducherry,2016,Integrated Male,614.0
Punjab,2020,Integrated Male,8499.0
Punjab,2019,Integrated Male,6459.0
Punjab,2018,Integrated Male,6354.0
Punjab,2017,Integrated Male,5416.0
Punjab,2016,Integrated Male,4489.0
Rajasthan,2020,Integrated Male,49141.0
Rajasthan,2019,Integrated Male,29964.0
Rajasthan,2018,Integrated Male,16104.0
Rajasthan,2017,Integrated Male,7478.0
Rajasthan,2016,Integrated Male,5875.0
Sikkim,2020,Integrated Male,153.0
Sikkim,2019,Integrated Male,120.0
Sikkim,2018,Integrated Male,110.0
Sikkim,2017,Integrated Male,117.0
Sikkim,2016,Integrated Male,153.0
Tamil Nadu,2020,Integrated Male,11859.0
Tamil Nadu,2019,Integrated Male,11312.0
Tamil Nadu,2018,Integrated Male,10871.0
Tamil Nadu,2017,Integrated Male,9199.0
Tamil Nadu,2016,Integrated Male,8115.0
Telangana,2020,Integrated Male,3866.0
Telangana,2019,Integrated Male,3629.0
Telangana,2018,Integrated Male,3113.0
Telangana,2017,Integrated Male,2945.0
Telangana,2016,Integrated Male,2589.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Integrated Male,22.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Integrated Male,11.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Integrated Male,6.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Integrated Male,4.0
Tripura,2020,Integrated Male,871.0
Tripura,2019,Integrated Male,396.0
Tripura,2018,Integrated Male,701.0
Tripura,2017,Integrated Male,563.0
Tripura,2016,Integrated Male,272.0
Uttar Pradesh,2020,Integrated Male,32566.0
Uttar Pradesh,2019,Integrated Male,26504.0
Uttar Pradesh,2018,Integrated Male,21867.0
Uttar Pradesh,2017,Integrated Male,20331.0
Uttar Pradesh,2016,Integrated Male,20006.0
Uttarakhand,2020,Integrated Male,3951.0
Uttarakhand,2019,Integrated Male,3366.0
Uttarakhand,2018,Integrated Male,3092.0
Uttarakhand,2017,Integrated Male,2638.0
Uttarakhand,2016,Integrated Male,2560.0
West Bengal,2020,Integrated Male,9939.0
West Bengal,2019,Integrated Male,9336.0
West Bengal,2018,Integrated Male,9144.0
West Bengal,2017,Integrated Male,7089.0
West Bengal,2016,Integrated Male,6792.0
India,2020,Integrated Female,173256.0
India,2019,Integrated Female,128748.0
India,2018,Integrated Female,102391.0
India,2017,Integrated Female,81293.0
India,2016,Integrated Female,71448.0
Andaman and Nicobar Islands,2020,Integrated Female,224.0
Andaman and Nicobar Islands,2019,Integrated Female,224.0
Andaman and Nicobar Islands,2018,Integrated Female,142.0
Andaman and Nicobar Islands,2017,Integrated Female,91.0
Andaman and Nicobar Islands,2016,Integrated Female,91.0
Andhra Pradesh,2020,Integrated Female,4528.0
Andhra Pradesh,2019,Integrated Female,4362.0
Andhra Pradesh,2018,Integrated Female,3578.0
Andhra Pradesh,2017,Integrated Female,2900.0
Andhra Pradesh,2016,Integrated Female,2536.0
Arunachal Pradesh,2020,Integrated Female,726.0
Arunachal Pradesh,2019,Integrated Female,628.0
Arunachal Pradesh,2018,Integrated Female,94.0
Arunachal Pradesh,2017,Integrated Female,49.0
Arunachal Pradesh,2016,Integrated Female,10.0
Assam,2020,Integrated Female,2783.0
Assam,2019,Integrated Female,2247.0
Assam,2018,Integrated Female,2172.0
Assam,2017,Integrated Female,2651.0
Assam,2016,Integrated Female,2476.0
Bihar,2020,Integrated Female,1333.0
Bihar,2019,Integrated Female,1026.0
Bihar,2018,Integrated Female,896.0
Bihar,2017,Integrated Female,788.0
Bihar,2016,Integrated Female,640.0
Chandigarh,2020,Integrated Female,1087.0
Chandigarh,2019,Integrated Female,1290.0
Chandigarh,2018,Integrated Female,1091.0
Chandigarh,2017,Integrated Female,1133.0
Chandigarh,2016,Integrated Female,1264.0
Chhattisgarh,2020,Integrated Female,1540.0
Chhattisgarh,2019,Integrated Female,1848.0
Chhattisgarh,2018,Integrated Female,1444.0
Chhattisgarh,2017,Integrated Female,1005.0
Chhattisgarh,2016,Integrated Female,921.0
Delhi,2020,Integrated Female,2228.0
Delhi,2019,Integrated Female,1497.0
Delhi,2018,Integrated Female,1882.0
Delhi,2017,Integrated Female,1019.0
Delhi,2016,Integrated Female,754.0
Goa,2020,Integrated Female,923.0
Goa,2019,Integrated Female,528.0
Goa,2018,Integrated Female,479.0
Goa,2017,Integrated Female,376.0
Goa,2016,Integrated Female,169.0
Gujarat,2020,Integrated Female,7575.0
Gujarat,2019,Integrated Female,6880.0
Gujarat,2018,Integrated Female,7389.0
Gujarat,2017,Integrated Female,7290.0
Gujarat,2016,Integrated Female,6383.0
Haryana,2020,Integrated Female,7662.0
Haryana,2019,Integrated Female,4334.0
Haryana,2018,Integrated Female,5960.0
Haryana,2017,Integrated Female,4858.0
Haryana,2016,Integrated Female,3988.0
Himachal Pradesh,2020,Integrated Female,965.0
Himachal Pradesh,2019,Integrated Female,523.0
Himachal Pradesh,2018,Integrated Female,419.0
Himachal Pradesh,2017,Integrated Female,397.0
Himachal Pradesh,2016,Integrated Female,269.0
Jammu and Kashmir,2020,Integrated Female,5401.0
Jammu and Kashmir,2019,Integrated Female,3540.0
Jammu and Kashmir,2018,Integrated Female,2894.0
Jammu and Kashmir,2017,Integrated Female,1875.0
Jammu and Kashmir,2016,Integrated Female,1465.0
Jharkhand,2020,Integrated Female,1030.0
Jharkhand,2019,Integrated Female,1222.0
Jharkhand,2018,Integrated Female,1326.0
Jharkhand,2017,Integrated Female,1329.0
Jharkhand,2016,Integrated Female,1485.0
Karnataka,2020,Integrated Female,6681.0
Karnataka,2019,Integrated Female,5074.0
Karnataka,2018,Integrated Female,3652.0
Karnataka,2017,Integrated Female,3112.0
Karnataka,2016,Integrated Female,3636.0
Kerala,2020,Integrated Female,5505.0
Kerala,2019,Integrated Female,4094.0
Kerala,2018,Integrated Female,2864.0
Kerala,2017,Integrated Female,2159.0
Kerala,2016,Integrated Female,2389.0
Jammu and Kashmir,2020,Integrated Female,91.0
Jammu and Kashmir,2019,Integrated Female,98.0
Madhya Pradesh,2020,Integrated Female,13083.0
Madhya Pradesh,2019,Integrated Female,8326.0
Madhya Pradesh,2018,Integrated Female,6086.0
Madhya Pradesh,2017,Integrated Female,3859.0
Madhya Pradesh,2016,Integrated Female,3163.0
Maharashtra,2020,Integrated Female,7527.0
Maharashtra,2019,Integrated Female,7837.0
Maharashtra,2018,Integrated Female,6470.0
Maharashtra,2017,Integrated Female,5868.0
Maharashtra,2016,Integrated Female,5367.0
Meghalaya,2020,Integrated Female,54.0
Meghalaya,2019,Integrated Female,52.0
Meghalaya,2018,Integrated Female,42.0
Meghalaya,2017,Integrated Female,27.0
Meghalaya,2016,Integrated Female,17.0
Mizoram,2020,Integrated Female,23.0
Mizoram,2019,Integrated Female,26.0
Mizoram,2018,Integrated Female,44.0
Mizoram,2017,Integrated Female,37.0
Mizoram,2016,Integrated Female,36.0
Odisha,2020,Integrated Female,6369.0
Odisha,2019,Integrated Female,4458.0
Odisha,2018,Integrated Female,3945.0
Odisha,2017,Integrated Female,3128.0
Odisha,2016,Integrated Female,2491.0
Puducherry,2020,Integrated Female,381.0
Puducherry,2019,Integrated Female,492.0
Puducherry,2018,Integrated Female,458.0
Puducherry,2017,Integrated Female,581.0
Puducherry,2016,Integrated Female,532.0
Punjab,2020,Integrated Female,9348.0
Punjab,2019,Integrated Female,7025.0
Punjab,2018,Integrated Female,5603.0
Punjab,2017,Integrated Female,4495.0
Punjab,2016,Integrated Female,3822.0
Rajasthan,2020,Integrated Female,43916.0
Rajasthan,2019,Integrated Female,24607.0
Rajasthan,2018,Integrated Female,12310.0
Rajasthan,2017,Integrated Female,5588.0
Rajasthan,2016,Integrated Female,4238.0
Sikkim,2020,Integrated Female,222.0
Sikkim,2019,Integrated Female,198.0
Sikkim,2018,Integrated Female,185.0
Sikkim,2017,Integrated Female,177.0
Sikkim,2016,Integrated Female,184.0
Tamil Nadu,2020,Integrated Female,11193.0
Tamil Nadu,2019,Integrated Female,10429.0
Tamil Nadu,2018,Integrated Female,9442.0
Tamil Nadu,2017,Integrated Female,7843.0
Tamil Nadu,2016,Integrated Female,6655.0
Telangana,2020,Integrated Female,2792.0
Telangana,2019,Integrated Female,2601.0
Telangana,2018,Integrated Female,2067.0
Telangana,2017,Integrated Female,2005.0
Telangana,2016,Integrated Female,1760.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Integrated Female,36.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Integrated Female,26.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Integrated Female,14.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Integrated Female,2.0
Tripura,2020,Integrated Female,723.0
Tripura,2019,Integrated Female,242.0
Tripura,2018,Integrated Female,427.0
Tripura,2017,Integrated Female,322.0
Tripura,2016,Integrated Female,184.0
Uttar Pradesh,2020,Integrated Female,19340.0
Uttar Pradesh,2019,Integrated Female,15133.0
Uttar Pradesh,2018,Integrated Female,12337.0
Uttar Pradesh,2017,Integrated Female,11549.0
Uttar Pradesh,2016,Integrated Female,10264.0
Uttarakhand,2020,Integrated Female,2549.0
Uttarakhand,2019,Integrated Female,2286.0
Uttarakhand,2018,Integrated Female,1923.0
Uttarakhand,2017,Integrated Female,1655.0
Uttarakhand,2016,Integrated Female,1577.0
West Bengal,2020,Integrated Female,5418.0
West Bengal,2019,Integrated Female,5595.0
West Bengal,2018,Integrated Female,4756.0
West Bengal,2017,Integrated Female,3125.0
West Bengal,2016,Integrated Female,2682.0
India,2020,Integrated Both,385188.0
India,2019,Integrated Both,296686.0
India,2018,Integrated Both,240813.0
India,2017,Integrated Both,195526.0
India,2016,Integrated Both,173715.0
Andaman and Nicobar Islands,2020,Integrated Both,369.0
Andaman and Nicobar Islands,2019,Integrated Both,369.0
Andaman and Nicobar Islands,2018,Integrated Both,188.0
Andaman and Nicobar Islands,2017,Integrated Both,117.0
Andaman and Nicobar Islands,2016,Integrated Both,115.0
Andhra Pradesh,2020,Integrated Both,12957.0
Andhra Pradesh,2019,Integrated Both,13012.0
Andhra Pradesh,2018,Integrated Both,10967.0
Andhra Pradesh,2017,Integrated Both,10032.0
Andhra Pradesh,2016,Integrated Both,8914.0
Arunachal Pradesh,2020,Integrated Both,1922.0
Arunachal Pradesh,2019,Integrated Both,1643.0
Arunachal Pradesh,2018,Integrated Both,402.0
Arunachal Pradesh,2017,Integrated Both,226.0
Arunachal Pradesh,2016,Integrated Both,69.0
Assam,2020,Integrated Both,5242.0
Assam,2019,Integrated Both,4693.0
Assam,2018,Integrated Both,4549.0
Assam,2017,Integrated Both,5281.0
Assam,2016,Integrated Both,4948.0
Bihar,2020,Integrated Both,3925.0
Bihar,2019,Integrated Both,3284.0
Bihar,2018,Integrated Both,2848.0
Bihar,2017,Integrated Both,2300.0
Bihar,2016,Integrated Both,1852.0
Chandigarh,2020,Integrated Both,1970.0
Chandigarh,2019,Integrated Both,2429.0
Chandigarh,2018,Integrated Both,2202.0
Chandigarh,2017,Integrated Both,2191.0
Chandigarh,2016,Integrated Both,2364.0
Chhattisgarh,2020,Integrated Both,3082.0
Chhattisgarh,2019,Integrated Both,3730.0
Chhattisgarh,2018,Integrated Both,2801.0
Chhattisgarh,2017,Integrated Both,2019.0
Chhattisgarh,2016,Integrated Both,1859.0
Delhi,2020,Integrated Both,5963.0
Delhi,2019,Integrated Both,4496.0
Delhi,2018,Integrated Both,5071.0
Delhi,2017,Integrated Both,3145.0
Delhi,2016,Integrated Both,2774.0
Goa,2020,Integrated Both,1345.0
Goa,2019,Integrated Both,724.0
Goa,2018,Integrated Both,692.0
Goa,2017,Integrated Both,574.0
Goa,2016,Integrated Both,300.0
Gujarat,2020,Integrated Both,16980.0
Gujarat,2019,Integrated Both,14515.0
Gujarat,2018,Integrated Both,15116.0
Gujarat,2017,Integrated Both,14405.0
Gujarat,2016,Integrated Both,12269.0
Haryana,2020,Integrated Both,17437.0
Haryana,2019,Integrated Both,13049.0
Haryana,2018,Integrated Both,14449.0
Haryana,2017,Integrated Both,13152.0
Haryana,2016,Integrated Both,10416.0
Himachal Pradesh,2020,Integrated Both,2469.0
Himachal Pradesh,2019,Integrated Both,1513.0
Himachal Pradesh,2018,Integrated Both,1332.0
Himachal Pradesh,2017,Integrated Both,1159.0
Himachal Pradesh,2016,Integrated Both,916.0
Jammu and Kashmir,2020,Integrated Both,9910.0
Jammu and Kashmir,2019,Integrated Both,6386.0
Jammu and Kashmir,2018,Integrated Both,5512.0
Jammu and Kashmir,2017,Integrated Both,3407.0
Jammu and Kashmir,2016,Integrated Both,2486.0
Jharkhand,2020,Integrated Both,2845.0
Jharkhand,2019,Integrated Both,3317.0
Jharkhand,2018,Integrated Both,3578.0
Jharkhand,2017,Integrated Both,3645.0
Jharkhand,2016,Integrated Both,3863.0
Karnataka,2020,Integrated Both,13955.0
Karnataka,2019,Integrated Both,11456.0
Karnataka,2018,Integrated Both,8147.0
Karnataka,2017,Integrated Both,6991.0
Karnataka,2016,Integrated Both,8042.0
Kerala,2020,Integrated Both,9731.0
Kerala,2019,Integrated Both,7795.0
Kerala,2018,Integrated Both,5692.0
Kerala,2017,Integrated Both,4411.0
Kerala,2016,Integrated Both,4877.0
Jammu and Kashmir,2020,Integrated Both,138.0
Jammu and Kashmir,2019,Integrated Both,155.0
Madhya Pradesh,2020,Integrated Both,29485.0
Madhya Pradesh,2019,Integrated Both,18824.0
Madhya Pradesh,2018,Integrated Both,14386.0
Madhya Pradesh,2017,Integrated Both,9977.0
Madhya Pradesh,2016,Integrated Both,7895.0
Maharashtra,2020,Integrated Both,15841.0
Maharashtra,2019,Integrated Both,15922.0
Maharashtra,2018,Integrated Both,13523.0
Maharashtra,2017,Integrated Both,11944.0
Maharashtra,2016,Integrated Both,10922.0
Meghalaya,2020,Integrated Both,127.0
Meghalaya,2019,Integrated Both,122.0
Meghalaya,2018,Integrated Both,94.0
Meghalaya,2017,Integrated Both,67.0
Meghalaya,2016,Integrated Both,38.0
Mizoram,2020,Integrated Both,52.0
Mizoram,2019,Integrated Both,73.0
Mizoram,2018,Integrated Both,110.0
Mizoram,2017,Integrated Both,103.0
Mizoram,2016,Integrated Both,92.0
Nagaland,2020,Integrated Both,6.0
Nagaland,2019,Integrated Both,6.0
Nagaland,2018,Integrated Both,15.0
Nagaland,2017,Integrated Both,15.0
Nagaland,2016,Integrated Both,15.0
Odisha,2020,Integrated Both,12298.0
Odisha,2019,Integrated Both,8910.0
Odisha,2018,Integrated Both,7750.0
Odisha,2017,Integrated Both,6587.0
Odisha,2016,Integrated Both,5326.0
Puducherry,2020,Integrated Both,735.0
Puducherry,2019,Integrated Both,1024.0
Puducherry,2018,Integrated Both,963.0
Puducherry,2017,Integrated Both,1237.0
Puducherry,2016,Integrated Both,1146.0
Punjab,2020,Integrated Both,17847.0
Punjab,2019,Integrated Both,13484.0
Punjab,2018,Integrated Both,11957.0
Punjab,2017,Integrated Both,9911.0
Punjab,2016,Integrated Both,8311.0
Rajasthan,2020,Integrated Both,93057.0
Rajasthan,2019,Integrated Both,54571.0
Rajasthan,2018,Integrated Both,28414.0
Rajasthan,2017,Integrated Both,13066.0
Rajasthan,2016,Integrated Both,10113.0
Sikkim,2020,Integrated Both,375.0
Sikkim,2019,Integrated Both,318.0
Sikkim,2018,Integrated Both,295.0
Sikkim,2017,Integrated Both,294.0
Sikkim,2016,Integrated Both,337.0
Tamil Nadu,2020,Integrated Both,23052.0
Tamil Nadu,2019,Integrated Both,21741.0
Tamil Nadu,2018,Integrated Both,20313.0
Tamil Nadu,2017,Integrated Both,17042.0
Tamil Nadu,2016,Integrated Both,14770.0
Telangana,2020,Integrated Both,6658.0
Telangana,2019,Integrated Both,6230.0
Telangana,2018,Integrated Both,5180.0
Telangana,2017,Integrated Both,4950.0
Telangana,2016,Integrated Both,4349.0
The Dadra and Nagar Haveli and Daman and Diu,2020,Integrated Both,58.0
The Dadra and Nagar Haveli and Daman and Diu,2019,Integrated Both,37.0
The Dadra and Nagar Haveli and Daman and Diu,2018,Integrated Both,20.0
The Dadra and Nagar Haveli and Daman and Diu,2017,Integrated Both,6.0
Tripura,2020,Integrated Both,1594.0
Tripura,2019,Integrated Both,638.0
Tripura,2018,Integrated Both,1128.0
Tripura,2017,Integrated Both,885.0
Tripura,2016,Integrated Both,456.0
Uttar Pradesh,2020,Integrated Both,51906.0
Uttar Pradesh,2019,Integrated Both,41637.0
Uttar Pradesh,2018,Integrated Both,34204.0
Uttar Pradesh,2017,Integrated Both,31880.0
Uttar Pradesh,2016,Integrated Both,30270.0
Uttarakhand,2020,Integrated Both,6500.0
Uttarakhand,2019,Integrated Both,5652.0
Uttarakhand,2018,Integrated Both,5015.0
Uttarakhand,2017,Integrated Both,4293.0
Uttarakhand,2016,Integrated Both,4137.0
West Bengal,2020,Integrated Both,15357.0
West Bengal,2019,Integrated Both,14931.0
West Bengal,2018,Integrated Both,13900.0
West Bengal,2017,Integrated Both,10214.0
West Bengal,2016,Integrated Both,9474.0
India,2020,Grand Total Male,18759158.0
India,2019,Grand Total Male,17264173.0
India,2018,Grand Total Male,16990324.0
India,2017,Grand Total Male,16863859.0
India,2016,Grand Total Male,16730737.0
Andaman and Nicobar Islands,2020,Grand Total Male,3348.0
Andaman and Nicobar Islands,2019,Grand Total Male,2491.0
Andaman and Nicobar Islands,2018,Grand Total Male,3070.0
Andaman and Nicobar Islands,2017,Grand Total Male,2787.0
Andaman and Nicobar Islands,2016,Grand Total Male,2835.0
Andhra Pradesh,2020,Grand Total Male,965116.0
Andhra Pradesh,2019,Grand Total Male,870288.0
Andhra Pradesh,2018,Grand Total Male,856183.0
Andhra Pradesh,2017,Grand Total Male,877883.0
Andhra Pradesh,2016,Grand Total Male,840160.0
Arunachal Pradesh,2020,Grand Total Male,26861.0
Arunachal Pradesh,2019,Grand Total Male,22190.0
Arunachal Pradesh,2018,Grand Total Male,18080.0
Arunachal Pradesh,2017,Grand Total Male,17294.0
Arunachal Pradesh,2016,Grand Total Male,16059.0
Assam,2020,Grand Total Male,315817.0
Assam,2019,Grand Total Male,272009.0
Assam,2018,Grand Total Male,293785.0
Assam,2017,Grand Total Male,278056.0
Assam,2016,Grand Total Male,272949.0
Bihar,2020,Grand Total Male,1173773.0
Bihar,2019,Grand Total Male,889852.0
Bihar,2018,Grand Total Male,851905.0
Bihar,2017,Grand Total Male,794533.0
Bihar,2016,Grand Total Male,869150.0
Chandigarh,2020,Grand Total Male,33934.0
Chandigarh,2019,Grand Total Male,35507.0
Chandigarh,2018,Grand Total Male,34396.0
Chandigarh,2017,Grand Total Male,34965.0
Chandigarh,2016,Grand Total Male,33981.0
Chhattisgarh,2020,Grand Total Male,257858.0
Chhattisgarh,2019,Grand Total Male,226337.0
Chhattisgarh,2018,Grand Total Male,223752.0
Chhattisgarh,2017,Grand Total Male,215418.0
Chhattisgarh,2016,Grand Total Male,210635.0
Delhi,2020,Grand Total Male,221431.0
Delhi,2019,Grand Total Male,222442.0
Delhi,2018,Grand Total Male,215826.0
Delhi,2017,Grand Total Male,214626.0
Delhi,2016,Grand Total Male,203477.0
Goa,2020,Grand Total Male,25287.0
Goa,2019,Grand Total Male,22325.0
Goa,2018,Grand Total Male,24176.0
Goa,2017,Grand Total Male,21062.0
Goa,2016,Grand Total Male,20750.0
Gujarat,2020,Grand Total Male,885128.0
Gujarat,2019,Grand Total Male,828987.0
Gujarat,2018,Grand Total Male,792694.0
Gujarat,2017,Grand Total Male,790938.0
Gujarat,2016,Grand Total Male,793696.0
Haryana,2020,Grand Total Male,410677.0
Haryana,2019,Grand Total Male,374120.0
Haryana,2018,Grand Total Male,387276.0
Haryana,2017,Grand Total Male,391136.0
Haryana,2016,Grand Total Male,389397.0
Himachal Pradesh,2020,Grand Total Male,106045.0
Himachal Pradesh,2019,Grand Total Male,107987.0
Himachal Pradesh,2018,Grand Total Male,109199.0
Himachal Pradesh,2017,Grand Total Male,105463.0
Himachal Pradesh,2016,Grand Total Male,105123.0
Jammu and Kashmir,2020,Grand Total Male,139350.0
Jammu and Kashmir,2019,Grand Total Male,136421.0
Jammu and Kashmir,2018,Grand Total Male,130788.0
Jammu and Kashmir,2017,Grand Total Male,117388.0
Jammu and Kashmir,2016,Grand Total Male,113926.0
Jharkhand,2020,Grand Total Male,352445.0
Jharkhand,2019,Grand Total Male,366212.0
Jharkhand,2018,Grand Total Male,335897.0
Jharkhand,2017,Grand Total Male,326441.0
Jharkhand,2016,Grand Total Male,319515.0
Karnataka,2020,Grand Total Male,1161297.0
Karnataka,2019,Grand Total Male,1046621.0
Karnataka,2018,Grand Total Male,964640.0
Karnataka,2017,Grand Total Male,939524.0
Karnataka,2016,Grand Total Male,924928.0
Kerala,2020,Grand Total Male,412322.0
Kerala,2019,Grand Total Male,358811.0
Kerala,2018,Grand Total Male,346232.0
Kerala,2017,Grand Total Male,338971.0
Kerala,2016,Grand Total Male,335098.0
Jammu and Kashmir,2020,Grand Total Male,1108.0
Jammu and Kashmir,2019,Grand Total Male,999.0
Lakshadweep,2020,Grand Total Male,133.0
Lakshadweep,2019,Grand Total Male,133.0
Lakshadweep,2018,Grand Total Male,127.0
Lakshadweep,2017,Grand Total Male,116.0
Lakshadweep,2016,Grand Total Male,149.0
